intent,category,question,answer
gift_wrapping,Products,Is gift wrapping available asante?,Yes! Just mention it's a gift when ordering and we'll wrap it nicely at no extra cost.
delivery_cost,Delivery,"Karibu, mimi ni customer, Delivery fee ni how much naomba kujua?","Delivery within Nairobi CBD costs Ksh 150, other Nairobi areas Ksh 200-300. Upcountry deliveries via courier range from Ksh 300-600 depending on location."
damaged_in_transit,Returns,"Msee, The package was damaged during delivery naomba kujua?",We're sorry to hear that! Please send a photo of the damaged item and your order number — we'll replace it or refund you right away.
installment_payment,Payments,"Poa, Naeza lipa nusu leo na nusu next week?",We currently don't offer installment payments — full payment is required upfront via M-Pesa or on delivery within Nairobi.
greeting,General,"Sasa, Hi, poa please?",Hi there! Welcome to Duka Fresh 👋 How can I help you today?
courier_tracking_number,Delivery,"Hello, Is there a tracking code for my delivery?",We'll share your courier's tracking number (e.g. G4S or Wells Fargo) via WhatsApp as soon as your order is dispatched.
goodbye,General,"Alright, later",You're welcome! Karibu tena — feel free to message us anytime. 😊
complaint_escalation,General,Nataka kulalamika kuhusu huduma?,"We're sorry for any inconvenience. Please describe the issue and your order number here, and our team lead will personally follow up within a day."
contact_human,General,Is there a human I can chat with?,"Of course! You can reach our customer care team directly on 0712 345 678 (call or WhatsApp), available 8am-7pm daily."
damaged_in_transit,Returns,"Msee, Item imefika ikiwa imeharibika sasa?",We're sorry to hear that! Please send a photo of the damaged item and your order number — we'll replace it or refund you right away.
opening_hours,General,"Hey, Do you work on public holidays naomba kujua?","We're open Monday-Saturday, 8am-7pm, and Sundays 10am-4pm. We're closed on major public holidays."
price_negotiation,Products,Is that your final price je?,"Our prices are already quite fair, but for orders of 3+ items we do offer a discount. What quantity are you looking at?"
legitimacy_scam_concern,General,"Hi, Is this shop legit?","Yes, we're a registered small business that's been operating since 2021. You can pay via M-Pesa till (safer than sending to a personal number) or cash on delivery."
combine_orders,Orders,"Niaje, Can I combine two orders into one delivery naomba kujua?","Yes, just let us know both order numbers before dispatch and we'll combine them into a single delivery to save on shipping."
refund_status,Returns,"Poa, How long does a refund take naomba kujua?","Refunds are processed within 24-48 hours back to the M-Pesa number used for payment. If it's been longer, please share your order number so we can check."
courier_tracking_number,Delivery,"Sasa, Naomba tracking number ya order yangu je?",We'll share your courier's tracking number (e.g. G4S or Wells Fargo) via WhatsApp as soon as your order is dispatched.
cancel_order,Orders,"Poa, Sitaki tena hii order, cancel?","No problem — if your order hasn't been dispatched yet, we can cancel it and refund via M-Pesa. Please share your order number to proceed."
damaged_in_transit,Returns,"Hey, Bidhaa imekuja ikiwa mbovu?",We're sorry to hear that! Please send a photo of the damaged item and your order number — we'll replace it or refund you right away.
gift_wrapping,Products,"Habari, This is a birthday gift, can you pack it nicely je?",Yes! Just mention it's a gift when ordering and we'll wrap it nicely at no extra cost.
international_shipping,Delivery,"Quick question, Do you ship internationally?",At the moment we only deliver within Kenya. We're working on international shipping for the future — stay tuned!
contact_human,General,Nipe number ya kuongea na mtu tafadhali?,"Of course! You can reach our customer care team directly on 0712 345 678 (call or WhatsApp), available 8am-7pm daily."
damaged_in_transit,Returns,My item arrived broken basi?,We're sorry to hear that! Please send a photo of the damaged item and your order number — we'll replace it or refund you right away.
restock_notification,Products,"Naomba kuuliza, Can you tell me when it's restocked nisaidie?",We restock popular items every 1-2 weeks. Message us the item name and we'll notify you as soon as it's back.
minimum_order,Orders,Kuna minimum order?,"No minimum order — you can buy just one item if you like, though delivery fees apply per order regardless of size."
installment_payment,Payments,Naomba nilipe kidogo kidogo please?,We currently don't offer installment payments — full payment is required upfront via M-Pesa or on delivery within Nairobi.
location_directions,General,"Hello, Can I visit the physical shop nisaidie?","We're located in Nairobi CBD, along Moi Avenue, 2nd floor Duka Fresh House. Message us for exact directions or a Google Maps pin."
complaint_escalation,General,How do I raise a complaint?,"We're sorry for any inconvenience. Please describe the issue and your order number here, and our team lead will personally follow up within a day."
discount_bulk,Promotions,Kuna discount ukibuy vitu vingi?,Yes! Orders of 3 items or more get a 10% discount. Follow our WhatsApp status for weekly promo updates too.
receipt_request,Payments,"Karibu, mimi ni customer, Do you issue invoices basi?",Of course — we send an e-receipt via WhatsApp once payment is confirmed. Let us know if you need it for business/accounting purposes.
return_policy,Returns,"Excuse me, Naeza return bidhaa?","You can return or exchange an item within 3 days of delivery, as long as it's unused and in original packaging. Just message us with your order number."
order_status,Orders,"Boss, Can you track my order for me sasa?",Let us check for you — please share your order number or the phone number used to place the order so we can track its current status.
damaged_in_transit,Returns,Bidhaa imekuja ikiwa mbovu?,We're sorry to hear that! Please send a photo of the damaged item and your order number — we'll replace it or refund you right away.
international_shipping,Delivery,"Poa, Do you ship internationally naomba kujua?",At the moment we only deliver within Kenya. We're working on international shipping for the future — stay tuned!
contact_human,General,"Karibu, mimi ni customer, Naeza ongea na mtu?","Of course! You can reach our customer care team directly on 0712 345 678 (call or WhatsApp), available 8am-7pm daily."
delivery_time,Delivery,How fast is your delivery within Nairobi?,"Within Nairobi, delivery usually takes 1-2 days via boda. Outside Nairobi, it takes 2-4 days depending on the courier (e.g. Wells Fargo, G4S)."
social_media_catalog,General,"Hey, Mko na Instagram au TikTok?","You can browse our full catalog on our Instagram and TikTok pages @dukafresh, or ask us here and we'll send you photos directly."
cancel_order,Orders,"Hi, How do I cancel an order I made nisaidie?","No problem — if your order hasn't been dispatched yet, we can cancel it and refund via M-Pesa. Please share your order number to proceed."
delivery_time,Delivery,"Hello, Order itafika lini kwa Rongai?","Within Nairobi, delivery usually takes 1-2 days via boda. Outside Nairobi, it takes 2-4 days depending on the courier (e.g. Wells Fargo, G4S)."
wrong_item,Returns,"Poa, Umenitumia size mbaya sasa?","Sorry about that! Please send us a photo of the item you received along with your order number, and we'll arrange a replacement or refund."
delivery_time,Delivery,"Sasa, Order itafika lini kwa Rongai naomba kujua?","Within Nairobi, delivery usually takes 1-2 days via boda. Outside Nairobi, it takes 2-4 days depending on the courier (e.g. Wells Fargo, G4S)."
contact_human,General,"This bot isn't helping, I need an agent","Of course! You can reach our customer care team directly on 0712 345 678 (call or WhatsApp), available 8am-7pm daily."
return_policy,Returns,"Msee, What if the item doesn't fit sasa?","You can return or exchange an item within 3 days of delivery, as long as it's unused and in original packaging. Just message us with your order number."
